layout_item_filepath,layout_item_latency,layout_item_position_x,layout_item_position_y,layout_item_reservation_no,layout_item_reserved_position_x,layout_item_reserved_position_y,layout_item_reserved_size_height,layout_item_reserved_size_width,layout_item_rotated_degrees,layout_item_size_height,layout_item_size_width,layout_item_type
./mixeditem-cloud/park_seven.4.csv,000H_00M_11S_408MS,2049,187,1,2048,186,429,643,0,427,641,TEXTIMAGE
