layout_item_filepath,layout_item_latency,layout_item_position_x,layout_item_position_y,layout_item_reservation_no,layout_item_reserved_position_x,layout_item_reserved_position_y,layout_item_reserved_size_height,layout_item_reserved_size_width,layout_item_rotated_degrees,layout_item_size_height,layout_item_size_width,layout_item_type
./mixeditem-cloud/park_eight.1.csv,000H_08M_00S_053MS,1529,107,6,1528,106,304,521,0,302,519,TEXTIMAGE
