layout_item_filepath,layout_item_latency,layout_item_position_x,layout_item_position_y,layout_item_reservation_no,layout_item_reserved_position_x,layout_item_reserved_position_y,layout_item_reserved_size_height,layout_item_reserved_size_width,layout_item_rotated_degrees,layout_item_size_height,layout_item_size_width,layout_item_type
./mixeditem-cloud/park_fourteen.2.csv,000H_03M_31S_595MS,679,347,14,678,346,107,212,0,105,210,IMAGE
